Annova gene	Phenotype MIM number
MEGF8	"Carpenter综合征2型(614976,AR)"
MEN1	"多发性内分泌肿瘤1(131100,AD);家族性甲状旁腺功能亢进症(145000,AD);泌乳素分泌型垂体腺瘤(600634,);嗜铬细胞瘤(171300,AD)"
MESP2	"脊椎肋骨发育不全2(608681,AR);脊椎肋骨发育不全5(122600,AD, AR)"
MET	"肝细胞癌(114550,SMu)"
MFN2	"腓骨肌萎缩症2A2A型(609260,AD);腓骨肌萎缩症2A2B型(617087,AR)"
MFSD8	"神经元蜡样脂褐质沉积症7(610951,AR)"
MGAT2	"先天性糖基化障碍2A型(212066,AR)"
MGME1	"线粒体DNA耗竭综合征11(615084,AR)"
MID2	"X连锁精神发育迟滞101(300928,XLR)"
MINPP1	"甲状腺非髓样癌2(188470,AD)"
MIPEP	"联合氧化磷酸化缺乏症31(617228,AR)"
MITF	"Waardenburg综合征/眼白化病(103470,AD)"
MKKS	"Bardet-biedl综合征6(605231,AR)"
MKRN3	"中枢性性早熟2型(615346,AD)"
MKS1	"Bardet-biedl综合征13(615990,AR)"
MLYCD	"丙二酸单酰辅酶A脱羧酶缺乏症(248360,AR)"
MMAA	"甲基丙二酸尿症cblA型(251100,AR)"
MMAB	"甲基丙二酸尿症cblB型(251110,AR)"
MMACHC	"甲基丙二酸尿症伴高胱氨酸尿症cblC型(277400,AR)"
MMADHC	"甲基丙二酸尿症伴高胱氨酸尿症cblD型(277410,AR)"
MME	"腓骨肌萎缩症2T型(617017,AD,?AR);脊髓小脑性共济失调43(617018,AD)"
MOCOS	"黄嘌呤尿症2型(603592,AR)"
MOCS1	"钼辅因子缺乏症A(252150,AR)"
MOCS2	"钼辅因子缺乏症B(252160,AR)"
MOGS	"先天性糖基化障碍2B型(606056,AR)"
MORC2	"腓骨肌萎缩症2Z型(616688,AD)"
MPDU1	"先天性糖基化障碍1F型(609180,AR)"
MPI	"先天性糖基化障碍1B型(602579,AR)"
MPV17	"线粒体DNA耗竭综合征6型(256810,AR)"
MPZ	"腓骨肌萎缩症1B型(118200,AD);腓骨肌萎缩症2I型(607677,AD);腓骨肌萎缩症2J型(607736,AD);腓骨肌萎缩症显性中间体D型(607791,AD)"
MRAP	"家族性糖皮质激素缺乏症2(607398,AR)"
MRPL3	"联合氧化磷酸化缺乏症9(614582,AR)"
MRPL44	"联合氧化磷酸化缺乏症16(615395,AR)"
MRPS16	"联合氧化磷酸化缺乏症2(610498,AR)"
MRPS22	"联合氧化磷酸化缺乏症5(611719,AR)"
CLCN4	"X连锁精神发育迟滞49(300114,XLR)"
MS4A1	"常见变异型免疫缺陷病5(613495,AR)"
MSH5	"卵巢功能早衰13(617442,AR)"
ATP6	"Leber综合症(遗传性视神经萎缩)(535000,MI);肌病、乳酸酸中毒伴铁粒幼细胞贫血3型(500011,Mi);神经病、共济失调伴色素性视网膜炎(551500,MI);亚急性坏死性脑病(256000,AR,?Mi)"
ATP8	"Kearns-Sayre综合征(530000,AR/MI)"
COX1	"Leber综合症(遗传性视神经萎缩)(535000,MI);复发性肌红蛋白尿(550500,MI);线粒体复合物IV缺乏症(220110,AR,Mi);线粒体肌病、脑病、乳酸性酸中毒伴卒中样发作(540000,Mi)"
COX2	"线粒体复合物IV缺乏症(220110,AR,Mi);线粒体肌病、脑病、乳酸性酸中毒伴卒中样发作(540000,Mi)"
COX3	"Leber综合症(遗传性视神经萎缩)(535000,MI);复发性肌红蛋白尿(550500,MI);线粒体复合物IV缺乏症(220110,AR,Mi);线粒体肌病、脑病、乳酸性酸中毒伴卒中样发作(540000,Mi);亚急性坏死性脑病(256000,AR,?Mi)"
CYTB	"Leber综合症(遗传性视神经萎缩)(535000,MI);复发性肌红蛋白尿(550500,MI)"
MTFMT	"联合氧化磷酸化缺乏症15(614947,AR);亚急性坏死性脑病(256000,AR,?Mi)"
MTHFR	"MTHFR缺乏型高胱氨酸尿症(236250,AR)"
MTMR2	"腓骨肌萎缩症4B1型(601382,AR)"
ND1	"Leber综合症(遗传性视神经萎缩)(535000,MI);线粒体复合物I缺乏症(252010,AR,XLD,Mi    );线粒体肌病、脑病、乳酸性酸中毒伴卒中样发作(540000,Mi);亚急性坏死性脑病(256000,AR,?Mi)"
ND2	"Leber综合症(遗传性视神经萎缩)(535000,MI);线粒体复合物I缺乏症(252010,AR,XLD,Mi);亚急性坏死性脑病(256000,AR,?Mi)"
ND3	"线粒体复合物I缺乏症(252010,AR,XLD,Mi    );亚急性坏死性脑病(256000,AR,?Mi)"
ND4	"Leber综合症(遗传性视神经萎缩)(535000,MI);线粒体复合物I缺乏症(252010,AR,XLD,Mi    );线粒体肌病、脑病、乳酸性酸中毒伴卒中样发作(540000,Mi);亚急性坏死性脑病(256000,AR,?Mi)"
ND4L	"Leber综合症(遗传性视神经萎缩)(535000,MI)"
ND5	"Leber综合症(遗传性视神经萎缩)(535000,MI);肌阵挛性癫痫伴蓬毛样红纤维(545000,MI);线粒体复合物I缺乏症(252010,AR,XLD,Mi    );线粒体肌病、脑病、乳酸性酸中毒伴卒中样发作(540000,Mi);亚急性坏死性脑病(256000,AR,?Mi)"
ND6	"Leber综合症(遗传性视神经萎缩)(535000,MI);线粒体复合物I缺乏症(252010,AR,XLD,Mi    );线粒体肌病、脑病、乳酸性酸中毒伴卒中样发作(540000,Mi);亚急性坏死性脑病(256000,AR,?Mi)"
MTO1	"联合氧化磷酸化缺乏症10型(614702,AR)"
MTTP	"无β脂蛋白血症(200100,AR)"
MTPAP	"痉挛性共济失调4(613672,AR)"
MTR	"高胱氨酸尿症巨幼红细胞性贫血，cblG互补型(250940,AR)"
RNR1	"肌阵挛性癫痫伴蓬毛样红纤维(545000,MI)"
MTRR	"Noonan综合症样紊乱和有或无少年单核细胞性白血病(613563,AD);高胱氨酸尿症巨幼红细胞性贫血，CblE型(236270,AR)"
tRNA-Cys	"线粒体肌病、脑病、乳酸性酸中毒伴卒中样发作(540000,Mi)"
tRNA-Glu	"线粒体糖尿病(520000,Mi);线粒体肌病伴糖尿病(500002,Mi)"
tRNA-Phe	"肌阵挛性癫痫伴蓬毛样红纤维(545000,MI);线粒体肌病、脑病、乳酸性酸中毒伴卒中样发作(540000,Mi)"
tRNA-His	"肌阵挛性癫痫伴蓬毛样红纤维(545000,MI);线粒体肌病、脑病、乳酸性酸中毒伴卒中样发作(540000,Mi)"
tRNA-Ile	"肌阵挛性癫痫伴蓬毛样红纤维(545000,MI)"
tRNA-Lys	"肌阵挛性癫痫伴蓬毛样红纤维(545000,MI);线粒体糖尿病(520000,Mi);亚急性坏死性脑病(256000,AR,?Mi)"
tRNA-Leu1	"Kearns-Sayre综合征(530000,AR/MI);肌阵挛性癫痫伴蓬毛样红纤维(545000,MI);3-甲基戊烯二酸尿症1型(250950,AR);线粒体复合物IV缺乏症(220110,AR,Mi);线粒体肌病、脑病、乳酸性酸中毒伴卒中样发作(540000,Mi);线粒体糖尿病(520000,Mi);亚急性坏死性脑病(256000,AR,?Mi)"
tRNA-Asn	"线粒体复合物IV缺乏症(220110,AR,Mi);线粒体复合物I缺乏症(252010,AR,XLD,Mi    )"
MTTP	"腹型肥胖代谢综合征1(605552,AD);肌阵挛性癫痫伴蓬毛样红纤维(545000,MI)"
tRNA-Gln	"肌阵挛性癫痫伴蓬毛样红纤维(545000,MI);线粒体肌病、脑病、乳酸性酸中毒伴卒中样发作(540000,Mi)"
tRNA-Ser1	"肌阵挛性癫痫伴蓬毛样红纤维(545000,MI);线粒体复合物IV缺乏症(220110,AR,Mi);线粒体肌病、脑病、乳酸性酸中毒伴卒中样发作(540000,Mi)"
tRNA-Ser2	"肌阵挛性癫痫伴蓬毛样红纤维(545000,MI);线粒体肌病、脑病、乳酸性酸中毒伴卒中样发作(540000,Mi)"
tRNA-Val	"亚急性坏死性脑病(256000,AR,?Mi)"
tRNA-Trp	"线粒体肌病、脑病、乳酸性酸中毒伴卒中样发作(540000,Mi);亚急性坏死性脑病(256000,AR,?Mi)"
tRNA-Tyr	"Kearns-Sayre综合征(530000,AR/MI)"
MTUS1	"肝细胞癌(114550,SMu)"
MUT	"甲基丙二酸尿症mut（0）型(251000,AR)"
MVK	"高IgD综合症(260920,AR);甲羟戊酸尿症(610377,AR)"
MYH2	"包涵体肌炎(147421,AR)"
MYO5B	"进行性家族性肝内胆汁淤积症1(211600,AR);进行性家族性肝内胆汁淤积症2(601847,AR)"
NAA10	"小眼球综合征1型(309800,XL)"
NADK2	"2,4-二烯酰基辅酶A还原酶缺乏症(616034,AR)"
NAGA	"Kanzaki病(609242,AR);Schindler病1型(609241,AR)"
NAGLU	"粘多糖贮积症IIIB(252920,AR)"
NAGS	"N-乙酰谷氨酸合成酶缺乏症(237310,AR)"
NARS2	"联合氧化磷酸化缺乏症24(616239,AR);亚急性坏死性脑病(256000,AR,?Mi)"
NAT2	"慢乙酰化代谢(243400,AR)"
NBAS	"新生儿肝衰竭综合征2(616483,AR)"
NDN	"Prader-Willi综合征(176270,IC)"
NDRG1	"腓骨肌萎缩症4D型(601455,AR)"
NDUFA1	"线粒体复合物I缺乏症(252010,AR,XLD,Mi    );亚急性坏死性脑病(256000,AR,?Mi)"
NDUFA10	"线粒体复合物I缺乏症(252010,AR,XLD,Mi    );亚急性坏死性脑病(256000,AR,?Mi)"
NDUFA11	"线粒体复合物I缺乏症(252010,AR,XLD,Mi    )"
NDUFA12	"亚急性坏死性脑病(256000,AR,?Mi)"
NDUFA13	"甲状腺许特尔细胞瘤(607464,);线粒体复合物I缺乏症(252010,AR,XLD,Mi    )"
NDUFA2	"亚急性坏死性脑病(256000,AR,?Mi)"
NDUFA5	"线粒体复合物I缺乏症(252010,AR,XLD,Mi    )"
NDUFA9	"亚急性坏死性脑病(256000,AR,?Mi)"
NDUFAF1	"线粒体复合物I缺乏症(252010,AR,XLD,Mi    )"
NDUFAF2	"线粒体复合物I缺乏症(252010,AR,XLD,Mi    );亚急性坏死性脑病(256000,AR,?Mi)"
NDUFAF3	"线粒体复合物I缺乏症(252010,AR,XLD,Mi    )"
NDUFAF4	"线粒体复合物I缺乏症(252010,AR,XLD,Mi    )"
NDUFAF5	"线粒体复合物I缺乏症(252010,AR,XLD,Mi    );亚急性坏死性脑病(256000,AR,?Mi)"
NDUFAF6	"线粒体复合物I缺乏症(252010,AR,XLD,Mi    );亚急性坏死性脑病(256000,AR,?Mi)"
NDUFB11	"线粒体复合物I缺乏症(252010,AR,XLD,Mi    )"
NDUFB3	"线粒体复合物I缺乏症(252010,AR,XLD,Mi    )"
NDUFB9	"线粒体复合物I缺乏症(252010,AR,XLD,Mi    )"
NDUFS1	"线粒体复合物I缺乏症(252010,AR,XLD,Mi    );亚急性坏死性脑病(256000,AR,?Mi)"
NDUFS2	"线粒体复合物I缺乏症(252010,AR,XLD,Mi    );亚急性坏死性脑病(256000,AR,?Mi)"
NDUFS3	"线粒体复合物I缺乏症(252010,AR,XLD,Mi    );亚急性坏死性脑病(256000,AR,?Mi)"
NDUFS4	"线粒体复合物I缺乏症(252010,AR,XLD,Mi    );亚急性坏死性脑病(256000,AR,?Mi)"
NDUFS6	"线粒体复合物I缺乏症(252010,AR,XLD,Mi    )"
NDUFS7	"线粒体复合物I缺乏症(252010,AR,XLD,Mi    );亚急性坏死性脑病(256000,AR,?Mi)"
NDUFS8	"线粒体复合物I缺乏症(252010,AR,XLD,Mi    );亚急性坏死性脑病(256000,AR,?Mi)"
NDUFV1	"线粒体复合物I缺乏症(252010,AR,XLD,Mi    );亚急性坏死性脑病(256000,AR,?Mi)"
NDUFV2	"线粒体复合物I缺乏症(252010,AR,XLD,Mi    )"
NECAP1	"婴儿早期癫痫性脑病21型(615833,AR)"
NEFL	"腓骨肌萎缩症1F型(607734,AD,?AR);腓骨肌萎缩症2E型(607684,AD)"
NEU1	"青少年型唾液酸贮积症2型(,AR);唾液酸贮积症1型/2型(256550,AR)"
NEUROD1	"年轻的成人发病型糖尿病6型(606394,AD)"
NF1	"嗜铬细胞瘤(171300,AD)"
NFKB1	"常见变异型免疫缺陷病12(616576,AD)"
NFKB2	"常见变异型免疫缺陷病10(615577,AD)"
NFU1	"多线粒体功能障碍综合征1(605711,AR)"
NGFR	"嗜铬细胞瘤(171300,AD)"
NGLY1	"先天性去糖基化障碍(615273,AR)"
NHLRC1	"进行性肌阵挛性癫痫2B(254780,AR)"
NIPA1	"痉挛性截瘫6(600363,AD)"
NKX2-1	"甲状腺非髓样癌1(188550,AD);舞蹈手足徐动症、甲状腺功能减退伴新生儿呼吸窘迫(610978,AD)"
NKX2-5	"先天性甲状腺功能减退症5型(225250,AD)"
NNT	"家族性糖皮质激素缺乏症4(614736,AR)"
NOBOX	"卵巢功能早衰5(611548,AD)"
NOP56	"脊髓小脑性共济失调36(614153,AD)"
NOS2	"原发性高血压(145500,Mu)"
NOS3	"原发性高血压(145500,Mu)"
NPC1	"尼曼-匹克病C1型(257220,AR)"
NPC2	"尼曼-匹克病C2型(607625,AR)"
NR0B1	"46，XY性逆转2(300018,XL);先天性肾上腺发育不全(300200,XLR)"
NR0B2	"肥胖症(601665,Mu,?AD,?AR)"
NR1H4	"进行性家族性肝内胆汁淤积症1(211600,AR);进行性家族性肝内胆汁淤积症2(601847,AR);进行性家族性肝内胆汁淤积症5(617049,AR)"
NR3C1	"糖皮质激素抵抗综合征(615962,AD)"
NR3C2	"IA型假性醛固酮减少症(177735,AD)"
NR5A1	"46，XX性逆转4(617480,AD);46，XY性逆转3(612965,AD);卵巢功能早衰7(612964,AD)"
NRAS	"Noonan综合征6(613224,AD);甲状腺非髓样癌2(188470,AD)"
NSDHL	"Child综合征(308050,XLD)"
NSMF	"低促性腺激素性性腺功能减退症9(614838,AD)"
NT5C2	"痉挛性截瘫45(613162,AR)"
NT5C3A	"Umph1（尿苷一磷酸水解酶）缺乏引起的溶血性贫血(266120,AR)"
NTRK1	"家族性甲状腺髓样癌(155240,AD)"
NTRK2	"肥胖、饮食过多和发育延迟(613886,AD)"
NUBPL	"线粒体复合物I缺乏症(252010,AR,XLD,Mi    )"
NUS1	"先天性糖基化障碍1AA型(617082,AR)"
OAS1	"胰岛素依赖性糖尿病(222100,AR)"
OAT	"脉络膜视网膜萎缩或无鸟氨酸血症(258870,AR)"
OCA2	"眼皮肤白化病2型(203200,AR)"
OGDH	"α-酮戊二酸脱氢酶缺乏症(203740,AR)"
OPA1	"视神经萎缩+综合症(125250,AD);视神经萎缩1(165500,AD);线粒体DNA耗竭综合征14型(616896,AR)"
OPA3	"3-甲基戊烯二酸尿症3型(258501,AR);视神经萎缩3伴白内障(165300,AD)"
OPLAH	"5-羟脯氨酸酶缺乏症(260005,AD,?AR)"
OSMR	"原发性皮肤淀粉样变性1型(105250,AD)"
OTC	"鸟氨酸氨甲酰转移酶缺乏症(311250,XLR)"
OTX2	"联合垂体激素缺乏症6型(613986,AD);小眼球综合征5型(610125,AD)"
OXCT1	"琥珀酰辅酶A：3-酮酸辅酶A转移酶缺乏症(245050,AR)"
P3H1	"成骨不全8型(610915,AR)"
PAH	"苯丙酮尿症(261600,AR)"
PAK3	"X连锁精神发育迟滞30(300558,XLR)"
PALLD	"胰腺癌(260350,AD,Mu,SMu)"
PANK2	"脑铁蓄积型神经变性1(234200,AR)"
PAX4	"年轻的成人发病型糖尿病9型(612225,AD);糖尿病，酮症倾向(612227,AD)"
PAX6	"WAGR综合征(194072,SMu,AD);先天性角膜中心白斑（Peters异常症）(261540,AR)"
PAX8	"先天性甲状腺功能减退症2型(218700,AD)"
PC	"丙酮酸羧化酶缺乏症(266150,AR)"
PCBD1	"四氢生物蝶呤缺乏性高苯丙氨酸血症D型(264070,AR)"
PCCA	"丙酸血症(606054,AR)"
PCCB	"丙酸血症(606054,AR)"
PCDH19	"婴儿早期癫痫性脑病9型(300088,XL)"
PCK1	"胞浆磷酸烯醇式丙酮酸羧激酶1缺乏症(261680,AR)"
PCK2	"线粒体磷酸烯醇式丙酮酸激酶2缺乏症(261650,AR)"
PCLO	"脑桥小脑发育不全3型(608027,AR)"
PCSK1	"激素前体合成受损性肥胖(600955,IC)"
PCSK9	"纯合性家族性高胆固醇血症(,AR);家族性高胆固醇血症(143890,AD/AR);家族性高胆固醇血症3(603776,AD)"
PDE11A	"原发性色素性结节性肾上腺皮质病2型(610475,AD)"
PDE3A	"高血压短指综合征(112410,AD)"
PDE4D	"肢端发育不全伴或不伴有激素抵抗2型(614613,AD)"
PDE8B	"原发性色素性结节性肾上腺皮质病3型(614190,AD)"
PDGFRL	"肝细胞癌(114550,SMu)"
PDHA1	"丙酮酸脱氢酶E1α缺乏症(312170,XLD)"
PDHB	"丙酮酸脱氢酶E1β亚基缺乏症(614111,AR)"
PDLIM4	"骨质疏松症(166710,AD)"
PDP1	"丙酮酸脱氢酶磷酸酶缺乏症(608782,AR)"
PDSS1	"原发性辅酶Q10缺乏症2型(614651,AR)"
PDSS2	"原发性辅酶Q10缺乏症3型(614652,AR)"
PDX1	"丙酮酸脱氢酶E3结合蛋白缺乏症(245349,AR);年轻的成人发病型糖尿病4型(606392,AD);胰腺发育不全1型(260370,AR);永久性新生儿糖尿病(606176,AD)"
PDYN	"脊髓小脑性共济失调23(610245,AD)"
PEPD	"氨酰基脯氨酸二肽酶缺乏症(170100,AR)"
PET100	"线粒体复合物IV缺乏症(220110,AR,Mi)"
PEX1	"过氧化物酶体生物合成障碍1A(214100,AR);过氧化物酶体生物合成障碍1B(601539,AR)"
PEX10	"过氧化物酶体生物合成障碍1A(214100,AR);过氧化物酶体生物合成障碍1B(601539,AR);过氧化物酶体生物合成障碍6A型(614870,AR);过氧化物酶体生物合成障碍6B型(614871,AR)"
PEX11B	"过氧化物酶体生物合成障碍14B(614920,AR);过氧化物酶体生物合成障碍1B(601539,AR)"
PEX12	"过氧化物酶体生物合成障碍1B(601539,AR);过氧化物酶体生物合成障碍3A型(614859,AR);过氧化物酶体生物合成障碍3B型(266510,AR)"
PEX13	"过氧化物酶体生物合成障碍11A(614883,AR);过氧化物酶体生物合成障碍11B(614885,AR);过氧化物酶体生物合成障碍1B(601539,AR)"
PEX14	"过氧化物酶体生物合成障碍13A(614887,AR);过氧化物酶体生物合成障碍1B(601539,AR)"
PEX16	"过氧化物酶体生物合成障碍1B(601539,AR);过氧化物酶体生物合成障碍8A型(614876,AR);过氧化物酶体生物合成障碍8B型(614877,AR)"
PEX19	"过氧化物酶体生物合成障碍12A(614886,AR);过氧化物酶体生物合成障碍1B(601539,AR)"
PEX2	"过氧化物酶体生物合成障碍1B(601539,AR);过氧化物酶体生物合成障碍5A型(614866,AR);过氧化物酶体生物合成障碍5B型(614867,AR)"
PEX26	"过氧化物酶体生物合成障碍1B(601539,AR);过氧化物酶体生物合成障碍7A型(614872,AR);过氧化物酶体生物合成障碍7B型(614873,AR)"
PEX3	"过氧化物酶体生物合成障碍10A(614882,AR);过氧化物酶体生物合成障碍10B(617370,AR);过氧化物酶体生物合成障碍1B(601539,AR)"
PEX5	"过氧化物酶体生物合成障碍1B(601539,AR);过氧化物酶体生物合成障碍2A型(214110,AR);过氧化物酶体生物合成障碍2B型(202370,AR);肢近端型点状软骨发育不良5型(616716,AR)"
PEX6	"过氧化物酶体生物合成障碍1B(601539,AR);过氧化物酶体生物合成障碍4A型(614862,AR);过氧化物酶体生物合成障碍4B型(614863,AR)"
PEX7	"Refsum病(266500,AR);过氧化物酶体生物合成障碍9B型(614879,AR);肢近端型点状软骨发育不良1型(215100,AR)"
PFKM	"糖原贮积病7型(232800,AR)"
PGAM2	"糖原贮积病10型(261670,AR)"
PGAP1	"痉挛性截瘫67(,AR);糖基磷脂酰肌醇生物合成缺陷9(615802,AR)"
PGAP2	"糖基磷脂酰肌醇生物合成缺陷8(614207,AR)"
PGAP3	"糖基磷脂酰肌醇生物合成缺陷10(615716,AR)"
PGK1	"磷酸甘油酸激酶1缺乏症(300653,XLR)"
PGM1	"先天性糖基化障碍1T型(614921,AR)"
PGM3	"免疫缺陷病23(615816,AR)"
SPG7	"痉挛性截瘫7(607259,AD,?AR)"
PHEX	"X连锁显性低磷酸盐血症性佝偻病(307800,XLD)"
PHF6	"Borjeson-Forssman-Lehmann综合征(301900,XLR)"
PHGDH	"Neu-Laxova综合症1(256520,AR);磷酸甘油酸脱氢酶缺乏症(601815,AR)"
PHKA1	"糖原贮积病9D型(300559,XLR)"
PHKA2	"糖原贮积病9A型(306000,XLR)"
PHKB	"糖原贮积病9B型(261750,AR)"
PHKG2	"糖原贮积病9C型(613027,AR)"
PHYH	"Refsum病(266500,AR)"
PIEZO1	"红细胞泄漏家族性假性高钾血症1(194380,AD)"
PIGA	"多种先天性异常肌张力癫痫综合征2型(300868,XLR);阵发性睡眠性血红蛋白尿症1型(300818,SMu)"
PIGG	"糖基磷脂酰肌醇生物合成缺陷13(616917,AR)"
PIGL	"糖基磷脂酰肌醇生物合成缺陷5(280000,AR)"
PIGM	"糖基磷脂酰肌醇生物合成缺陷1(610293,AR)"
PIGN	"糖基磷脂酰肌醇生物合成缺陷3(614080,AR)"
PIGO	"糖基磷脂酰肌醇生物合成缺陷6(614749,AR)"
PIGP	"婴儿早期癫痫性脑病55型(617599,AR)"
PIGT	"糖基磷脂酰肌醇生物合成缺陷7(615398,AR);阵发性睡眠性血红蛋白尿症2型(615399,SMu,?AD)"
PIGV	"糖基磷脂酰肌醇生物合成缺陷2(239300,AR)"
PIGW	"糖基磷脂酰肌醇生物合成缺陷11(616025,AR)"
PIGY	"糖基磷脂酰肌醇生物合成缺陷12(616809,AR)"
PIK3CA	"肝细胞癌(114550,SMu)"
PIK3R1	"Short综合征(269880,AD)"
PINK1	"少年型帕金森病2型(600116,AR);早发性帕金森病6(605909,AR)"
PITX2	"先天性角膜中心白斑（Peters异常症）(261540,AR)"
PKD1	"多囊肾1(173900,AD)"
PKD2	"多囊肾2(613095,AD)"
PKLR	"丙酮酸激酶缺乏症(266200,AR)"
PLA2G6	"常隐帕金森病14(612953,AR);脑铁蓄积型神经变性2A(256600,AR);脑铁蓄积型神经变性2B(610217,AR)"
PLAG1	"多形性唾液腺腺瘤(181030,AD,SMu)"
PLAGL1	"新生儿短暂性糖尿病1(601410,AD,AR)"
PLCB1	"婴儿早期癫痫性脑病12型(613722,AR)"
PLEKHG5	"腓骨肌萎缩症隐性中间体C型(615376,AR)"
PLIN1	"家族性局部脂肪代谢障碍4型(613877,AD)"
PLP1	"Pelizaeus-Merzbacher病(312080,XLR)"
PMM2	"先天性糖基化障碍1A型(212065,AR)"
PMP22	"腓骨肌萎缩症1A型(118220,AD);腓骨肌萎缩症1E型(118300,AD);腓骨肌萎缩症2E型(607684,AD)"
PMPCA	"3-甲基戊烯二酸尿症3型(258501,AR);常隐脊髓小脑性共济失调2(213200,AR)"
PNKP	"婴儿早期癫痫性脑病10型(613402,AR)"
PNLIP	"胰脂酶缺乏症(614338,AR)"
PNP	"嘌呤核苷磷酸化酶缺乏引起的免疫缺陷病(613179,AR)"
PNPLA2	"中性脂质贮积病伴肌病(610717,AR)"
PNPLA6	"痉挛性截瘫39(612020,AR)"
PNPLA8	"线粒体肌病伴乳酸中毒(251950,AR)"
PNPO	"吡哆胺5'-磷酸氧化酶缺乏症(610090,AR)"
PNPT1	"联合氧化磷酸化缺乏症13(614932,AR)"
PODXL	"少年型帕金森病2型(600116,AR)"
POFUT1	"Dowling-Degos病2(615327,AD)"
POGLUT1	"Dowling-Degos病4(615696,AD)"
POLG	"常显进行性眼外肌麻痹1型(157640,AD);常隐进行性外眼肌麻痹1(258450,AR);肥胖症(601665,Mu,?AD,?AR);线粒体DNA耗竭综合征4A型(203700,AR);线粒体DNA耗竭综合征4B型(613662,AR);线粒体隐性遗传共济失调综合症(607459,AR);亚急性坏死性脑病(256000,AR,?Mi)"
POLG2	"常显进行性眼外肌麻痹伴线粒体DNA缺失4(610131,AD)"
POLR1C	"Pol III相关性脑白质营养不良(,AR)"
POLR3A	"Pol III相关性脑白质营养不良(,AR)"
POLR3B	"Pol III相关性脑白质营养不良(,AR)"
POMC	"POMC缺乏导致的肥胖、肾上腺功能不全和红发(609734,AR);肥胖症(601665,Mu,?AD,?AR)"
POMGNT1	"肌-眼-脑病A3型(253280,AR);肌-眼-脑病B3型(613151,AR);肌-眼-脑病C3型(613157,AR)"
POMGNT2	"肌-眼-脑病A8型(614830,AR)"
POMK	"肌-眼-脑病A12型(615249,AR);肌-眼-脑病C12型(616094,AR)"
POMT1	"肌-眼-脑病A1型(236670,AR);肌-眼-脑病B1型(613155,AR);肌-眼-脑病C1型(609308,AR)"
POMT2	"肌-眼-脑病A2型(613150,AR);肌-眼-脑病B2型(613156,AR);肌-眼-脑病C2型(613158,AR)"
POR	"细胞色素P450氧化还原酶缺乏症(613571,AR)"
POU1F1	"单一性生长激素缺乏症Ⅱ型(173100,AD);联合垂体激素缺乏症1型(613038,AD,?AR)"
PPARG	"肥胖症(601665,Mu,?AD,?AR);家族性局部脂肪代谢障碍3型(604367,AD)"
PPARGC1B	"肥胖症(601665,Mu,?AD,?AR)"
PPIB	"成骨不全9型(259440,AR)"
PPOX	"变异性型卟啉病(176200,AD)"
PPP1R15B	"小头畸形、身材矮小伴糖代谢受损2型(616817,AR)"
PPP1R3A	"家族性局部脂肪代谢障碍3型(604367,AD)"
PPP2R2B	"脊髓小脑性共济失调12(604326,AD)"
PPT1	"神经元蜡样脂褐质沉积症1(256730,AR)"
PRDM8	"进行性肌阵挛性癫痫10(616640,AR)"
PRICKLE1	"进行性肌阵挛性癫痫1B(612437,AR)"
PRKACA	"原发性色素性结节性肾上腺皮质病4型(615830,AD)"
PRKAG2	"致死性先天性心脏糖原贮积病(261740,AD,AR)"
PRKAR1A	"Carney综合征(160980,AD);原发性色素性结节性肾上腺皮质病1型(610489,AD);肢端发育不全伴或不伴有激素抵抗1型(101800,AD)"
PRKCD	"常见变异型免疫缺陷病9(615559,AR)"
PRKCG	"脊髓小脑性共济失调14(605361,AD)"
PARK2	"少年型帕金森病2型(600116,AR)"
PRLR	"高催乳素血症(615555,AD)"
PRODH	"高脯氨酸血症1型(239500,AR)"
PROK2	"低促性腺激素性性腺功能减退症4(610628,AD)"
PROKR2	"低促性腺激素性性腺功能减退症3(244200,AD)"
PROP1	"联合垂体激素缺乏症2型(262600,AR)"
PRPS1	"Arts综合征(301835,XLR);磷酸核糖焦磷酸合成酶超活性(300661,XLR)"
PRSS1	"遗传性胰腺炎(167800,AD)"
PRSS2	"遗传性胰腺炎(167800,AD)"
PRX	"腓骨肌萎缩症4F型(614895,AR)"
PSAP	"非典型性戈谢病(610539,AR);鞘脂激活蛋白原缺乏症(611721,AR);婴儿Krabbe病(,AR)"
PSAT1	"Neu-Laxova综合症1(256520,AR);Neu-Laxova综合症2(616038,AR);磷酸丝氨酸转氨酶缺乏症(610992,AR)"
PSMC3IP	"卵巢发育不全3(614324,AR)"
PSPH	"磷酸丝氨酸磷酸酶缺乏症(614023,AR)"
PTCH1	"全前脑畸形7(610828,AD)"
PTEN	"甲状腺非髓样癌2(188470,AD)"
PTF1A	"胰腺伴小脑发育不良(609069,AR);胰腺发育不全2型(615935,AR)"
PTGIS	"原发性高血压(145500,Mu)"
PTH	"家族性单一性甲状旁腺功能减退症(146200,AD,AR)"
BBS9	"Bardet-biedl综合征9(615986,AR)"
PTH1R	"MurkJansen型干骺端软骨发育不良(156400,AD)"
PTPN11	"Noonan综合征1(163950,AD)"
PTPN22	"胰岛素依赖性糖尿病(222100,AR)"
PTRF	"全身性脂肪营养不良症4型(613327,AR)"
PTS	"四氢生物蝶呤缺乏性高苯丙氨酸血症A型(261640,AR)"
PUS1	"肌病、乳酸酸中毒伴铁粒幼细胞贫血1型(600462,AR)"
