HGNC ID	Approved Symbol	Approved Name	Status	Previous Symbols	Synonyms	Chromosome	Accession Numbers	RefSeq IDs	Gene Family Tag	Gene family description	Gene family ID
8543	P2RY6	pyrimidinergic receptor P2Y6	Approved		P2Y6	11q13.4			P2RY	P2Y receptors	213
25459	PAF1	PAF1 homolog, Paf1/RNA polymerase II complex component	Approved		PD2, F23149_1, FLJ11123	19q13.1		NM_019088		Paf1/RNA polymerase II complex 	1029
30401	LEO1	LEO1 homolog, Paf1/RNA polymerase II complex component	Approved			15q21.2	AY302186	NM_138792		Paf1/RNA polymerase II complex 	1029
16850	CTR9	CTR9 homolog, Paf1/RNA polymerase II complex component	Approved	SH2BP1	KIAA0155, TSBP, p150TSP	11p15.4	D63875	NM_014633		Paf1/RNA polymerase II complex 	1029
16783	CDC73	cell division cycle 73	Approved	C1orf28, HRPT2, HRPT1	parafibromin, FIHP	1q31.2	AF312865	NM_024529		Paf1/RNA polymerase II complex 	1029
28996	RTF1	RTF1 homolog, Paf1/RNA polymerase II complex component	Approved	KIAA0252		15q15.1	D87440	NM_015138		Paf1/RNA polymerase II complex 	1029
30300	WDR61	WD repeat domain 61	Approved		REC14	15q25.1		NM_025234		Paf1/RNA polymerase II complex 	1029
8615	PAX1	paired box 1	Approved			20p11.22			PAX	Paired boxes	675
8616	PAX2	paired box 2	Approved			10q24.31			PAX	Paired boxes	675
8617	PAX3	paired box 3	Approved	WS1	HUP2	2q36.1			PAX	Paired boxes	675
8618	PAX4	paired box 4	Approved		MODY9	7q32.1			PAX	Paired boxes	675
8619	PAX5	paired box 5	Approved		BSAP	9p13.2			PAX	Paired boxes	675
8620	PAX6	paired box 6	Approved	AN2	D11S812E, AN, WAGR	11p13	AY707088	NM_001604	PAX	Paired boxes	675
8621	PAX7	paired box 7	Approved		Hup1	1p36.13	X96743	NM_002584	PAX	Paired boxes	675
8622	PAX8	paired box 8	Approved			2q14.1	X69699		PAX	Paired boxes	675
8623	PAX9	paired box 9	Approved			14q13.3	AJ238381		PAX	Paired boxes	675
8599	PANX1	pannexin 1	Approved		MRS1, UNQ2529, PX1	11q21	AF093239	NM_015368	PANX	Pannexins	288
8600	PANX2	pannexin 2	Approved		hPANX2, PX2	22q13.33		NM_052839	PANX	Pannexins	288
20573	PANX3	pannexin 3	Approved		Px3	11q24.2	AF406650		PANX	Pannexins	288
8602	PAPPA	pappalysin 1	Approved		PAPP-A, PAPPA1, IGFBP-4ase, PAPA, ASBABP2, DIPLA1	9q33.1		NM_002581	PAPPA	Pappalysins	897
14615	PAPPA2	pappalysin 2	Approved	PLAC3	PAPPE, PAPP-A2	1q25.2	BG354569		PAPPA	Pappalysins	897
2697	DBP	D-box binding PAR bZIP transcription factor	Approved		DABP	19q13.33	U06936	NM_001352		PAR bZIP family	1248
4977	HLF	HLF, PAR bZIP transcription factor	Approved		MGC33822	17q22		NM_002126		PAR bZIP family	1248
11722	TEF	TEF, PAR bZIP transcription factor	Approved		KIAA1655	22q13.2		NM_003216		PAR bZIP family	1248
16658	MOAP1	modulator of apoptosis 1	Approved		MAP-1, PNMA4	14q32.12	BC015044		PNMA	Paraneoplastic Ma antigens	671
9158	PNMA1	PNMA family member 1	Approved		MA1	14q24.3	AF037364	NM_006029	PNMA	Paraneoplastic Ma antigens	671
9159	PNMA2	PNMA family member 2	Approved		MA2, RGAG2	8p21.2		NM_007257	PNMA	Paraneoplastic Ma antigens	671
18742	PNMA3	PNMA family member 3	Approved		MA5, MA3, MGC132756, MGC132758	Xq28	AF083116	NM_013364	PNMA	Paraneoplastic Ma antigens	671
18743	PNMA5	PNMA family member 5	Approved		KIAA1934	Xq28	AB067521	NM_052926	PNMA	Paraneoplastic Ma antigens	671
28248	PNMA6A	PNMA family member 6A	Approved	PNMA6C	MGC15827	Xq28	AK055322	NM_032882	PNMA	Paraneoplastic Ma antigens	671
26681	PNMA6B	PNMA family member 6B (pseudogene)	Approved	PNMA6D		Xq28		NG_033733	PNMA	Paraneoplastic Ma antigens	671
50767	PNMA6E	PNMA family member 6E	Approved			Xq28			PNMA	Paraneoplastic Ma antigens	671
53119	PNMA6F	PNMA family member 6F	Approved		PNMA6BL	Xq28			PNMA	Paraneoplastic Ma antigens	671
25578	PNMA8A	PNMA family member 8A	Approved	PNMAL1	KIAA1183L, FLJ10781	19q13.32	BC026026	NM_018215	PNMA	Paraneoplastic Ma antigens	671
29206	PNMA8B	PNMA family member 8B	Approved	PNMAL2	KIAA1183	19q13.32	AB033009	NM_020709	PNMA	Paraneoplastic Ma antigens	671
53427	PNMA8C	PNMA family member 8C	Approved			19q13.32			PNMA	Paraneoplastic Ma antigens	671
27273	ZCCHC12	zinc finger CCHC-type containing 12	Approved		FLJ16123, SIZN, SIZN1, PNMA7A	Xq24	AK122676	NM_173798	PNMA	Paraneoplastic Ma antigens	671
32459	ZCCHC18	zinc finger CCHC-type containing 18	Approved		SIZN2, PNMA7B	Xq22.2	AF086548	NM_001143978	PNMA	Paraneoplastic Ma antigens	671
9204	PON1	paraoxonase 1	Approved	PON	ESA	7q21.3	AF539592	NM_000446	PON	Paraoxonases	463
9205	PON2	paraoxonase 2	Approved			7q21.3	M63012, AF001601	NM_000305	PON	Paraoxonases	463
9206	PON3	paraoxonase 3	Approved			7q21.3	L48516, AF320003	NM_000940	PON	Paraoxonases	463
9608	PTH1R	parathyroid hormone 1 receptor	Approved	PTHR, PTHR1		3p21.31		NM_000316		Parathyroid hormone receptors	270
9609	PTH2R	parathyroid hormone 2 receptor	Approved	PTHR2		2q34	BC036811	NM_005048		Parathyroid hormone receptors	270
30213	ATP13A2	ATPase 13A2	Approved	PARK9	HSA9947, CLN12	1p36.13	AL354615	NM_022089	PARK	Parkinson disease associated genes	672
3296	EIF4G1	eukaryotic translation initiation factor 4 gamma 1	Approved	EIF4G, EIF4F	p220, PARK18	3q27.1	D12686	NM_182917	PARK	Parkinson disease associated genes	672
13586	FBXO7	F-box protein 7	Approved		FBX7, Fbx, PARK15	22q12.3	AF129537		PARK	Parkinson disease associated genes	672
14348	HTRA2	HtrA serine peptidase 2	Approved	PRSS25	OMI, PARK13	2p13.1		NM_013247	PARK	Parkinson disease associated genes	672
18618	LRRK2	leucine rich repeat kinase 2	Approved	PARK8	ROCO2, DKFZp434H2111, FLJ45829, RIPK7	12q12	AK026776	XM_058513	PARK	Parkinson disease associated genes	672
17833	PARK10	Parkinson disease 10 (susceptibility)	Approved		AAOPD	1p32			PARK	Parkinson disease associated genes	672
17963	PARK11	Parkinson disease 11 (autosomal recessive, early onset)	Approved			2q36-q37			PARK	Parkinson disease associated genes	672
34510	PARK12	Parkinson disease 12 (susceptibility)	Approved			Xq21-q25			PARK	Parkinson disease associated genes	672
37450	PARK16	Parkinson disease 16 (susceptibility)	Approved			1q32			PARK	Parkinson disease associated genes	672
8607	PRKN	parkin RBR E3 ubiquitin protein ligase	Approved	PARK2	PDJ, AR-JP, parkin	6q26			PARK	Parkinson disease associated genes	672
8608	PARK3	Parkinson disease 3 (autosomal dominant, Lewy body)	Approved			2p13			PARK	Parkinson disease associated genes	672
16369	PARK7	Parkinsonism associated deglycase	Approved		DJ-1, DJ1, GATD2	1p36.23	D61380	NM_007262	PARK	Parkinson disease associated genes	672
14581	PINK1	PTEN induced putative kinase 1	Approved	PARK6		1p36.12	AB053323	NM_032409	PARK	Parkinson disease associated genes	672
9039	PLA2G6	phospholipase A2 group VI	Approved		iPLA2, PNPLA9, PARK14, iPLA2beta, NBIA2	22q13.1	AF064594	NM_001004426	PARK	Parkinson disease associated genes	672
11138	SNCA	synuclein alpha	Approved	PARK1, PARK4	NACP, PD1	4q22.1	L08850		PARK	Parkinson disease associated genes	672
12513	UCHL1	ubiquitin C-terminal hydrolase L1	Approved	PARK5	PGP9.5, Uch-L1	4p13	BC000332	NM_004181	PARK	Parkinson disease associated genes	672
13487	VPS35	VPS35, retromer complex component	Approved		FLJ10752, MEM3, PARK17	16q11.2	AF175265		PARK	Parkinson disease associated genes	672
14652	PARVA	parvin alpha	Approved	MXRA2	FLJ12254, FLJ10793	11p15.3	AF237771	NM_018222	PARV	Parvins	673
14653	PARVB	parvin beta	Approved		CGI-56	22q13.31	AF151814	NM_001003828	PARV	Parvins	673
14654	PARVG	parvin gamma	Approved			22q13.31	AF237772	NM_022141	PARV	Parvins	673
8988	PIN1	peptidylprolyl cis/trans isomerase, NIMA-interacting 1	Approved		dod	19p13			PIN	Parvulins	920
8992	PIN4	peptidylprolyl cis/trans isomerase, NIMA-interacting 4	Approved		PAR14, PAR17, EPVH	Xq13.1	AB009690	NM_006223	PIN	Parvulins	920
9039	PLA2G6	phospholipase A2 group VI	Approved		iPLA2, PNPLA9, PARK14, iPLA2beta, NBIA2	22q13.1	AF064594	NM_001004426	PNPLA	Patatin like phospholipase domain containing	466
21246	PNPLA1	patatin like phospholipase domain containing 1	Approved		FLJ38755, dJ50J22.1	6p21.31		NM_173676	PNPLA	Patatin like phospholipase domain containing	466
32928	PNPLA10P	patatin like phospholipase domain containing 10 pseudogene	Approved			Xq25		XM_927062	PNPLA	Patatin like phospholipase domain containing	466
30802	PNPLA2	patatin like phospholipase domain containing 2	Approved		desnutrin, TTS-2.2, ATGL, FP17548, iPLA2zeta	11p15.5	AJ278475	NM_020376	PNPLA	Patatin like phospholipase domain containing	466
18590	PNPLA3	patatin like phospholipase domain containing 3	Approved	C22orf20, ADPN	dJ796I17.1, FLJ22012, adiponutrin, iPLA2epsilon	22q13.31		NM_025225	PNPLA	Patatin like phospholipase domain containing	466
24887	PNPLA4	patatin like phospholipase domain containing 4	Approved		DXS1283E, GS2, iPLA2eta	Xp22.31	U03886	NM_004650	PNPLA	Patatin like phospholipase domain containing	466
24888	PNPLA5	patatin like phospholipase domain containing 5	Approved		dJ388M5.4, GS2L	22q13.31	Z97055	NM_138814	PNPLA	Patatin like phospholipase domain containing	466
16268	PNPLA6	patatin like phospholipase domain containing 6	Approved		NTE, sws, iPLA2delta, SPG39	19p13.2	AJ004832	NM_006702	PNPLA	Patatin like phospholipase domain containing	466
24768	PNPLA7	patatin like phospholipase domain containing 7	Approved	C9orf111	FLJ43070, FLJ31318, FLJ44279, RP11-48C7.2, NTEL1, NTE-R1	9q34.3	AK126267	NM_152286	PNPLA	Patatin like phospholipase domain containing	466
28900	PNPLA8	patatin like phospholipase domain containing 8	Approved		IPLA2G, IPLA2-2, iPLA2gamma	7q31.1	AF217519	NM_015723	PNPLA	Patatin like phospholipase domain containing	466
24664	PATE1	prostate and testis expressed 1	Approved		PATE	11q24.2	AF462605	NM_138294	PATE	PATE family	674
32249	PATE2	prostate and testis expressed 2	Approved	C11orf38	UNQ3112, LVLF3112, PATE-M	11q24.2	AY358105	NM_212555	PATE	PATE family	674
35426	PATE3	prostate and testis expressed 3	Approved		PATE-DJ, HEL-127	11q24.2	EF426753	NM_001129883	PATE	PATE family	674
35427	PATE4	prostate and testis expressed 4	Approved		FLJ41047, PATE-B	11q24.2	AK123042	NM_001144874	PATE	PATE family	674
347	AHNAK	AHNAK nucleoprotein	Approved		MGC5395	11q12.3	M80899	NM_024060	PDZ	PDZ domain containing	1220
20125	AHNAK2	AHNAK nucleoprotein 2	Approved	C14orf78		14q32.33	AB095939	NM_138420	PDZ	PDZ domain containing	1220
578	APBA1	amyloid beta precursor protein binding family A member 1	Approved	MINT1	D9S411E, X11	9q21.12	AF029106	NM_001163	PDZ	PDZ domain containing	1220
579	APBA2	amyloid beta precursor protein binding family A member 2	Approved	X11L, MINT2	D15S1518E, LIN-10, MGC:14091, HsT16821	15q13.1	AB014719	NM_005503	PDZ	PDZ domain containing	1220
580	APBA3	amyloid beta precursor protein binding family A member 3	Approved		X11L2, mint3	19p13.3	AB021638		PDZ	PDZ domain containing	1220
23725	ARHGAP21	Rho GTPase activating protein 21	Approved		KIAA1424, ARHGAP10	10p12.1	AF480466	NM_020824	PDZ	PDZ domain containing	1220
29293	ARHGAP23	Rho GTPase activating protein 23	Approved		KIAA1501	17q12	AB040934	NM_001199417	PDZ	PDZ domain containing	1220
14580	ARHGEF11	Rho guanine nucleotide exchange factor 11	Approved		KIAA0380, GTRAP48, PDZ-RHOGEF	1q23.1	AB002378	NM_198236	PDZ	PDZ domain containing	1220
14193	ARHGEF12	Rho guanine nucleotide exchange factor 12	Approved		KIAA0382, LARG	11q23.3	AF180681	NM_015313	PDZ	PDZ domain containing	1220
16393	CARD11	caspase recruitment domain family member 11	Approved		CARMA1, BIMP3	7p22.2	AF322641	NM_032415	PDZ	PDZ domain containing	1220
16446	CARD14	caspase recruitment domain family member 14	Approved	PSORS2	CARMA2, BIMP2	17q25.3	AF322642		PDZ	PDZ domain containing	1220
1497	CASK	calcium/calmodulin dependent serine protein kinase	Approved	TNRC8	LIN2, CAGH39, FGS4	Xp11.4	AF035582	NM_003688	PDZ	PDZ domain containing	1220
19700	CNKSR1	connector enhancer of kinase suppressor of Ras 1	Approved		CNK1, KSR, CNK	1p36.11	AF100153	NM_006314	PDZ	PDZ domain containing	1220
19701	CNKSR2	connector enhancer of kinase suppressor of Ras 2	Approved		KIAA0902, CNK2, KSR2	Xp22.12	AB020709	NM_014927	PDZ	PDZ domain containing	1220
23034	CNKSR3	CNKSR family member 3	Approved	MAGI1	FLJ31349	6q25.2	AK055911	NM_173515	PDZ	PDZ domain containing	1220
9506	CYTIP	cytohesin 1 interacting protein	Approved	PSCDBP	B3-1, HE, CYBR, CASP, CYTHIP	2q24.1	L06633	NM_004288	PDZ	PDZ domain containing	1220
22953	DEPTOR	DEP domain containing MTOR interacting protein	Approved	DEPDC6	DEP.6, FLJ12428	8q24.12		NM_022783	PDZ	PDZ domain containing	1220
16361	WHRN	whirlin	Approved	DFNB31	CIP98, USH2D, PDZD7B	9q32	AK056190	NM_015404	PDZ	PDZ domain containing	1220
2900	DLG1	discs large MAGUK scaffold protein 1	Approved		SAP97, SAP-97, hdlg, DLGH1, dJ1061C18.1.1	3q29	U13897	NM_004087	PDZ	PDZ domain containing	1220
2901	DLG2	discs large MAGUK scaffold protein 2	Approved		PSD-93, PSD93, chapsyn-110, PPP1R58	11q14.1	U32376	NM_001364	PDZ	PDZ domain containing	1220
2902	DLG3	discs large MAGUK scaffold protein 3	Approved		NE-Dlg, SAP102, SAP-102, NEDLG, KIAA1232, MRX90, PPP1R82	Xq13.1	U49089	NM_021120	PDZ	PDZ domain containing	1220
2903	DLG4	discs large MAGUK scaffold protein 4	Approved		PSD-95, PSD95, SAP90, SAP-90	17p13.1	U83192	NM_001365	PDZ	PDZ domain containing	1220
2904	DLG5	discs large MAGUK scaffold protein 5	Approved		P-dlg, KIAA0583	10q22.3	U61843	NM_004747	PDZ	PDZ domain containing	1220
3084	DVL1	dishevelled segment polarity protein 1	Approved			1p36.33	AF006011	NM_004421	PDZ	PDZ domain containing	1220
3086	DVL2	dishevelled segment polarity protein 2	Approved			17p13.1	BC014844	NM_004422	PDZ	PDZ domain containing	1220
3087	DVL3	dishevelled segment polarity protein 3	Approved		KIAA0208	3q27.1	D86963	NM_004423	PDZ	PDZ domain containing	1220
15842	ERBIN	erbb2 interacting protein	Approved	ERBB2IP	LAP2	5q12.3		NM_018695	PDZ	PDZ domain containing	1220
29159	FRMPD1	FERM and PDZ domain containing 1	Approved		KIAA0967, FRMD2	9p13.2	AB023184	NM_014907	PDZ	PDZ domain containing	1220
28572	FRMPD2	FERM and PDZ domain containing 2	Approved	PDZD5C, PDZK5C	MGC35285	10q11.22	AK123038	NM_152428	PDZ	PDZ domain containing	1220
16843	FRMPD2B	FERM and PDZ domain containing 2B, pseudogene	Approved	PDZK5A, PDZD5A, FRMPD2L1, FRMPD2P2, PDZK5B, PDZD5B, FRMPD2L2, FRMPD2P1	yX59F3.2, bA556L1.2	10q11.22		NR_033172	PDZ	PDZ domain containing	1220
29382	FRMPD3	FERM and PDZ domain containing 3	Approved		RP5-1070B1.1, KIAA1817	Xq22.3	AB058720	XM_042978	PDZ	PDZ domain containing	1220
29007	FRMPD4	FERM and PDZ domain containing 4	Approved	PDZK10, PDZD10	KIAA0316	Xp22.2	AB002314	XM_045712	PDZ	PDZ domain containing	1220
1226	GIPC1	GIPC PDZ domain containing family member 1	Approved	C19orf3, RGS19IP1	TIP-2, Hs.6454, GIPC, SEMCAP, GLUT1CBP, SYNECTIN, NIP	19p13.12	AF089816		PDZ	PDZ domain containing	1220
18177	GIPC2	GIPC PDZ domain containing family member 2	Approved		FLJ20075, SEMCAP-2	1p31.1	AB073737	NM_017655	PDZ	PDZ domain containing	1220
18183	GIPC3	GIPC PDZ domain containing family member 3	Approved	C19orf64, DFNB72, DFNB15	DFNB95	19p13.3	AB073738	NM_133261	PDZ	PDZ domain containing	1220
17643	GOPC	golgi associated PDZ and coiled-coil motif containing	Approved		dJ94G16.2, PIST, FIG, GOPC1, CAL	6q22.1	AF287894	NM_020399	PDZ	PDZ domain containing	1220
16769	GORASP1	golgi reassembly stacking protein 1	Approved	GOLPH5	GRASP65, P65, FLJ23443	3p22.2	AJ409349	NM_031899	PDZ	PDZ domain containing	1220
17500	GORASP2	golgi reassembly stacking protein 2	Approved		GRASP55, GRS2, GOLPH6	2q31.1			PDZ	PDZ domain containing	1220
18707	GRASP	general receptor for phosphoinositides 1 associated scaffold protein	Approved		Tamalin	12q13.13	AC019244		PDZ	PDZ domain containing	1220
18464	GRID2IP	Grid2 interacting protein	Approved			7p22.1		XM_294249	PDZ	PDZ domain containing	1220
18708	GRIP1	glutamate receptor interacting protein 1	Approved			12q14.3	AJ133439		PDZ	PDZ domain containing	1220
23841	GRIP2	glutamate receptor interacting protein 2	Approved		KIAA1719	3p25.1	AB051506	NM_001080423	PDZ	PDZ domain containing	1220
9476	HTRA1	HtrA serine peptidase 1	Approved	PRSS11	HtrA, IGFBP5-protease, ARMD7	10q26.13	AF097709	NM_002775	PDZ	PDZ domain containing	1220
14348	HTRA2	HtrA serine peptidase 2	Approved	PRSS25	OMI, PARK13	2p13.1		NM_013247	PDZ	PDZ domain containing	1220
30406	HTRA3	HtrA serine peptidase 3	Approved		Tasp, Prsp	4p16.1	AY040094	NM_053044	PDZ	PDZ domain containing	1220
26909	HTRA4	HtrA serine peptidase 4	Approved		FLJ90724	8p11.22	AK075205	NM_153692	PDZ	PDZ domain containing	1220
5980	IL16	interleukin 16	Approved		LCF, IL-16, prIL-16, HsT19289, FLJ42735, FLJ16806	15q25.1	U82972	NM_172217	PDZ	PDZ domain containing	1220
28881	PATJ	PATJ, crumbs cell polarity complex component	Approved	INADL	Cipp	1p31.3	AB044807	NM_170605	PDZ	PDZ domain containing	1220
29239	INTU	inturned planar cell polarity protein	Approved	PDZK6, PDZD6	KIAA1284	4q28.1	BC051698	XM_371707	PDZ	PDZ domain containing	1220
15710	LDB3	LIM domain binding 3	Approved	CMD1C	PDLIM6, KIAA0613, ZASP	10q23.2	AB014513		PDZ	PDZ domain containing	1220
6613	LIMK1	LIM domain kinase 1	Approved		LIMK	7q11.23	D26309	NM_002314	PDZ	PDZ domain containing	1220
6614	LIMK2	LIM domain kinase 2	Approved			22q12.2	D45906	NM_016733	PDZ	PDZ domain containing	1220
17787	LIN7A	lin-7 homolog A, crumbs cell polarity complex component	Approved		MALS-1, TIP-33, LIN-7A, VELI1	12q21.31	AF028826		PDZ	PDZ domain containing	1220
17788	LIN7B	lin-7 homolog B, crumbs cell polarity complex component	Approved		MALS-2, LIN-7B, VELI2	19q13.33	AF311862	NM_022165	PDZ	PDZ domain containing	1220
17789	LIN7C	lin-7 homolog C, crumbs cell polarity complex component	Approved		MALS-3, Lin7c, LIN-7C, LIN-7-C, VELI3, FLJ11215	11p14	AK002077	NM_018362	PDZ	PDZ domain containing	1220
6646	LMO7	LIM domain 7	Approved	FBXO20	FBX20, KIAA0858	13q22.2	AF092557	NM_005358	PDZ	PDZ domain containing	1220
6657	LNX1	ligand of numb-protein X 1	Approved	LNX	MPDZ, PDZRN2	4q12	AF237782		PDZ	PDZ domain containing	1220
20421	LNX2	ligand of numb-protein X 2	Approved	PDZRN1	MGC46315	13q12.2	AL138699		PDZ	PDZ domain containing	1220
18531	LRRC7	leucine rich repeat containing 7	Approved		KIAA1365, densin-180	1p31.1		NM_020794	PDZ	PDZ domain containing	1220
946	MAGI1	membrane associated guanylate kinase, WW and PDZ domain containing 1	Approved	BAIAP1	BAP1, MAGI-1, TNRC19, AIP3, WWP3	3p14.1	AB010894	NM_004742	PDZ	PDZ domain containing	1220
18957	MAGI2	membrane associated guanylate kinase, WW and PDZ domain containing 2	Approved		AIP1, ARIP1, KIAA0705, ACVRIP1, MAGI-2	7q21.11	AB014605	NM_012301	PDZ	PDZ domain containing	1220
29647	MAGI3	membrane associated guanylate kinase, WW and PDZ domain containing 3	Approved		MAGI-3	1p13.2	AF213259	NM_152900	PDZ	PDZ domain containing	1220
30006	MAGIX	MAGI family member, X-linked	Approved		PDZX, JM10, FLJ21687	Xp11.23	AK025340	NM_024859	PDZ	PDZ domain containing	1220
19034	MAST1	microtubule associated serine/threonine kinase 1	Approved		SAST, KIAA0973	19p13.2	AB023190	NM_014975	PDZ	PDZ domain containing	1220
19035	MAST2	microtubule associated serine/threonine kinase 2	Approved		MAST205, KIAA0807	1p34.1	AB047005	NM_015112	PDZ	PDZ domain containing	1220
19036	MAST3	microtubule associated serine/threonine kinase 3	Approved		KIAA0561	19p13.11	AB011133	XM_038150	PDZ	PDZ domain containing	1220
19037	MAST4	microtubule associated serine/threonine kinase family member 4	Approved		KIAA0303	5q12.3	AY830839		PDZ	PDZ domain containing	1220
7137	AFDN	afadin, adherens junction formation factor	Approved	MLLT4	AF-6, AF6	6q27	AB011399	NM_005936	PDZ	PDZ domain containing	1220
7208	MPDZ	multiple PDZ domain crumbs cell polarity complex component	Approved		MUPP1	9p23	AF093419	NM_003829	PDZ	PDZ domain containing	1220
7219	MPP1	membrane palmitoylated protein 1	Approved	DXS552E	PEMP	Xq28		NM_002436	PDZ	PDZ domain containing	1220
7220	MPP2	membrane palmitoylated protein 2	Approved	DLG2	DKFZp761D0712	17q21.31		NM_005374	PDZ	PDZ domain containing	1220
7221	MPP3	membrane palmitoylated protein 3	Approved	DLG3		17q21.31		NM_001932	PDZ	PDZ domain containing	1220
13680	MPP4	membrane palmitoylated protein 4	Approved	DLG6		2q33.1	AF316032		PDZ	PDZ domain containing	1220
18669	MPP5	membrane palmitoylated protein 5	Approved		PALS1, FLJ12615	14q23.3	AK022677	NM_022474	PDZ	PDZ domain containing	1220
18167	MPP6	membrane palmitoylated protein 6	Approved		PALS2, VAM-1, p55T	7p15.3	AF162130		PDZ	PDZ domain containing	1220
26542	MPP7	membrane palmitoylated protein 7	Approved		FLJ32798	10p12.1	BC038105	NM_173496	PDZ	PDZ domain containing	1220
31104	MYO18A	myosin XVIIIA	Approved		KIAA0216, MysPDZ	17q11.2	D86970	NM_078471	PDZ	PDZ domain containing	1220
7872	NOS1	nitric oxide synthase 1	Approved	NOS	nNOS	12q24.22			PDZ	PDZ domain containing	1220
16051	PARD3	par-3 family cell polarity regulator	Approved		PAR3, PARD3A, Bazooka, Baz, ASIP, PPP1R118	10p11.22-p11.21	AF252293	NM_019619	PDZ	PDZ domain containing	1220
14446	PARD3B	par-3 family cell polarity regulator beta	Approved	ALS2CR19	Par3L, PAR3beta	2q33.3	AB053321	NM_057177	PDZ	PDZ domain containing	1220
15943	PARD6A	par-6 family cell polarity regulator alpha	Approved		PAR-6, PAR-6A, TAX40, PAR6alpha, TIP-40	16q22.1		NM_016948	PDZ	PDZ domain containing	1220
16245	PARD6B	par-6 family cell polarity regulator beta	Approved		PAR-6B	20q13.13	AB044555	NM_032521	PDZ	PDZ domain containing	1220
16076	PARD6G	par-6 family cell polarity regulator gamma	Approved		PAR-6G, PAR6gamma	18q23		NM_032510	PDZ	PDZ domain containing	1220
13406	PCLO	piccolo presynaptic cytomatrix protein	Approved		KIAA0559, DKFZp779G1236, ACZ	7q21.11	AB011131	NM_014510	PDZ	PDZ domain containing	1220
2067	PDLIM1	PDZ and LIM domain 1	Approved	CLIM1	CLP-36, hCLIM1, CLP36	10q23.33	U90878		PDZ	PDZ domain containing	1220
13992	PDLIM2	PDZ and LIM domain 2	Approved			8p21.3	AY007729		PDZ	PDZ domain containing	1220
20767	PDLIM3	PDZ and LIM domain 3	Approved		ALP	4q35.1	AF002280	NM_014476	PDZ	PDZ domain containing	1220
16501	PDLIM4	PDZ and LIM domain 4	Approved		RIL	5q31.1	AF153882	NM_003687	PDZ	PDZ domain containing	1220
17468	PDLIM5	PDZ and LIM domain 5	Approved		LIM, Enh	4q22.3	AF061258		PDZ	PDZ domain containing	1220
22958	PDLIM7	PDZ and LIM domain 7	Approved		ENIGMA	5q35.3	BC001093	NM_005451	PDZ	PDZ domain containing	1220
28034	PDZD11	PDZ domain containing 11	Approved	PDZK11		Xq13.1	AF151061	NM_016484	PDZ	PDZ domain containing	1220
18486	PDZD2	PDZ domain containing 2	Approved	PDZK3	KIAA0300	5p13.3	AB002298		PDZ	PDZ domain containing	1220
19891	PDZD3	PDZ domain containing 3	Approved	PDZK2	FLJ22756, IKEPP	11q23.3	AK091966	NM_024791	PDZ	PDZ domain containing	1220
21167	PDZD4	PDZ domain containing 4	Approved	PDZK4	KIAA1444, LU1, FLJ34125, PDZRN4L, LNX5	Xq28	AK091444	NM_032512	PDZ	PDZ domain containing	1220
26257	PDZD7	PDZ domain containing 7	Approved	PDZK7, DFNB57	FLJ23209, bA108L7.8	10q24.31	AK026862	NM_024895	PDZ	PDZ domain containing	1220
26974	PDZD8	PDZ domain containing 8	Approved	PDZK8	bA129M16.2, FLJ34427	10q25.3-q26.11	AL122051	NM_173791	PDZ	PDZ domain containing	1220
28740	PDZD9	PDZ domain containing 9	Approved	C16orf65	MGC50721	16p12.2	BC039562	NM_173806	PDZ	PDZ domain containing	1220
8821	PDZK1	PDZ domain containing 1	Approved		PDZD1, NHERF3	1q21.1	AF012281	NM_002614	PDZ	PDZ domain containing	1220
51488	PDZPH1P	PDZ and pleckstrin homology domains 1, pseudogene	Approved			5q21.2			PDZ	PDZ domain containing	1220
17704	PDZRN3	PDZ domain containing ring finger 3	Approved		KIAA1095, SEMACAP3, LNX3	3p13	AB029018	NM_015009	PDZ	PDZ domain containing	1220
30552	PDZRN4	PDZ domain containing ring finger 4	Approved		DKFZp434B0417, LNX4, FLJ33777, IMAGE5767589	12q12	AK094690	NM_013377	PDZ	PDZ domain containing	1220
9394	PICK1	protein interacting with PRKCA 1	Approved	PRKCABP	dJ1039K5, MGC15204	22q13.1	AL049654	NM_012407	PDZ	PDZ domain containing	1220
14946	PPP1R9A	protein phosphatase 1 regulatory subunit 9A	Approved		Neurabin-I, KIAA1222, FLJ20068	7q21.3	AB033048	NM_001166160	PDZ	PDZ domain containing	1220
9298	PPP1R9B	protein phosphatase 1 regulatory subunit 9B	Approved	PPP1R6, PPP1R9	Spn, SPINO	17q21.33	AJ401189	NM_032595	PDZ	PDZ domain containing	1220
32594	PREX1	phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 1	Approved		KIAA1415, P-REX1	20q13.13	AB037836	NM_020820	PDZ	PDZ domain containing	1220
22950	PREX2	phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 2	Approved	DEPDC2	DEP.2, FLJ12987, P-REX2, PPP1R129	8q13.2	AK024079	NM_025170	PDZ	PDZ domain containing	1220
13797	PRX	periaxin	Approved		KIAA1620	19q13.2	AB046840	NM_020956	PDZ	PDZ domain containing	1220
9567	PSMD9	proteasome 26S subunit, non-ATPase 9	Approved		p27, Rpn4	12q24.31	AB003177	NM_002813	PDZ	PDZ domain containing	1220
